prb_id,asn_v4,city
6769,3491,Fairfax County
6774,54632,Metro Vancouver
6775,394256,Metro Vancouver
6776,61135,Bakırköy
6779,3491,Ekurhuleni Metropolitan Municipality
6780,34927,Winterthur
6782,19750,Santa Clara County
6783,199610,New York County
6784,3491,Darmstadt
6787,9136,Niedersachsen
6788,2852,Brno-město
6789,44973,Unterfranken
6798,36236,Ras al Khaimah
6800,16276,Powiat warszawski zachodni
6801,36236,Santiago
6804,16409,Fairfax County
6811,3491,Los Angeles County
6813,202040,Karlsruhe
6815,204671,Harju maakond
6817,12876,Val-de-Marne
6818,3491,Neihu District
6824,42699,Sachsen
6826,42184,Münster
6827,1111,Klagenfurt am Wörthersee
6830,2486,Département de Paris
6831,62538,Los Angeles County
6833,62538,Alameda County
6834,58299,Winterthur
6835,30475,Arapahoe County
6838,680,Mittelfranken
6842,29670,Berlin
6844,3326,Kyiv City
6845,198228,Silistra
6846,8426,Seine-Saint-Denis
6849,4608,Brisbane City
6851,197564,Stockholms län
6852,41009,Poltavs'ka oblast
6853,49404,Omsk
6857,8763,Darmstadt
6858,680,Saarland
6860,53356,Toronto
6861,2107,Ljubljana
6862,208751,Midden-Groningen
6863,12414,Dronten
6866,12414,Apeldoorn
6868,207788,Oslo kommune
6870,15693,Diemen
6872,43317,Sankt-Peterburg
6874,20965,Département de Paris
6876,50012,Yavorivs'kyi district
6877,208725,Steenbergen
6879,5607,Greater London
6881,41798,Almaty
6883,49505,Sankt-Peterburg
6885,15600,Arlesheim
6886,212567,Wien
6888,835,Toronto
6892,31655,Greater Manchester
6894,39138,Berlin
6898,398960,Alameda County
6899,10961,Suffolk County
6900,48328,Upper Bavaria
6903,401104,Harris County
6905,59238,Krung Thep Maha Nakhon
6909,63949,Alameda County
6911,198249,Dielsdorf
6919,210834,Esch-Uelzecht
6921,203476,Seine-Saint-Denis
6922,39835,Niedersachsen
6924,239,Toronto
6925,57695,Clay County
6926,48386,Madrid
6927,57695,Bergen County
6928,917,Fairfax County
6929,38880,Yarra Ranges Shire
6930,42905,Odes'ka oblast
6931,64116,Lima
6932,1200,Amsterdam
6934,396507,King County
6935,35487,Ekurhuleni Metropolitan Municipality
6936,57578,Gorod Khabarovsk
6938,36198,Dallas County
6940,63949,Darmstadt
6942,16125,Šiaulių apskritis
6948,207841,Greater London
6949,7377,Seine-et-Marne
6953,12008,Delhi Division
6956,28785,Szczecin
6960,29152,Seine-Saint-Denis
6961,199181,Province of Salerno
6963,206548,Hlavní město Praha
6965,1213,County Dublin
6966,14061,Toronto
6967,14061,Darmstadt
6968,14061,Bangalore Division
6969,14061,Government of Amsterdam
6971,14061,Berkshire
6972,14061,New York County
6973,14061,Santa Clara County
6974,55569,Tokyo
6985,12008,Warszawa
6993,12008,Ekurhuleni Metropolitan Municipality
6997,202536,Körfez
6999,15451,Mittelfranken
7000,197422,Haute-Garonne
7003,39637,Arnhem
7005,204059,Brussel
7006,34953,Köln
7008,30971,Wien
7009,208520,Riyadh Principality
7011,917,King County
7012,13101,Schleswig-Holstein
7013,30971,Salzburg
7014,19528,Montgomery County
7017,42612,Madrid
7020,21277,Erbil
7021,206062,Nottingham
7022,200567,Schleswig-Holstein
7024,6881,Hlavní město Praha
7025,58057,Dronten
7026,57777,Zürich
7030,23961,New Territories
7031,45009,Ouder-Amstel
7033,9008,Luxembourg
7034,39702,Karlsruhe
7036,12306,Darmstadt
7038,14907,Denton County
7042,24776,Seine-Saint-Denis
7043,395823,King County
7044,50903,Territoire de Belfort
7047,15412,Dubai
7048,210403,Meurthe-et-Moselle
7052,23483,Shasta County
7053,57692,Helsingfors
7054,12931,Schwaben
7060,945,Clay County
7063,37153,City of Tshwane Metropolitan Municipality
7066,49558,Gorod Yaroslavl'
7067,203596,Seine-Saint-Denis
7070,4508,Waterloo Regional Municipality
7071,21409,Marne
7072,57578,Sankt-Peterburg
7073,202032,Mendrisio District
7077,132420,Meerut Division
7078,3491,City of Sydney
7079,3491,Greater London
7080,3491,Tokyo
7081,5459,Greater London
7083,31510,Innsbruck
7084,1257,Östergötland County
7085,49088,Autonome Provinz Bozen - Südtirol
7086,15699,Madrid
7087,40581,Washington County
7090,13004,Grad Beograd
7095,397031,Richmond County
7096,47295,Sachsen
7097,56381,Darmstadt
7100,39484,Tampere
7101,2611,Antwerpen
7105,267,Oakland County
7106,265695,La Vega
7107,15440,Vilniaus apskritis
7108,58475,Banjarmasin City
7109,8473,Stockholm County
7110,21034,Provincia di Chieti
7111,24324,Wellington
7112,204995,Haarlem
7113,52863,Barueri
7115,7642,Malé
7116,52863,Miami-Dade County
7117,59645,Düsseldorf
7120,209103,Genève
7122,204515,Essonne
7124,52511,Santiago
7125,33920,West Yorkshire
7128,399580,Saskatchewan
7130,210422,Uppsala län
7134,48813,Seine-Saint-Denis
7136,2200,Isère
7137,15576,Zürich
7139,41887,Government of Amsterdam
7140,49675,Moskva
7141,29423,Darmstadt
7143,39040,Zürich
7144,209669,Greater London
7145,41494,Municipiul București
7146,29075,Val-de-Marne
7147,6057,Pando
7148,208976,Darmstadt
7149,3303,March
7150,208972,Bakırköy
7152,12437,Münster
7155,203136,Zugdidi Municipality
7156,50030,Berlin
7157,53698,Sacramento County
7159,53698,Maricopa County
7165,208398,Moskva
7169,39063,Darmstadt
7170,15419,Vilnius City Municipality
7171,35132,Sunnfjord
7173,29695,Bodø
7178,25003,Tel Aviv District
7179,52210,Ottawa
7181,204471,Provincia di Trieste
7182,34785,Klagenfurt am Wörthersee
7183,207143,Wien
7184,208398,Darmstadt
7187,208398,Loudoun County
7189,12552,Stockholms län
7190,208398,Amsterdam
7193,59678,Middlesex County
7195,15456,Oberbayern
7197,13030,Mittelland
7198,3491,Dubai
7199,12110,Hillsborough County
7202,44788,Département de Paris
7206,60841,Dallas County
7207,328699,Plaines Wilhems District
7208,9022,Rheinland-Pfalz
7210,42953,County Cork
7211,25248,Hlavní město Praha
7213,13303,Nišavski okrug
7214,43418,Kyiv City
7217,200019,Chișinău
7220,200995,Ede
7221,7752,King County
7223,25192,Hlavní město Praha
7224,54316,Fairfield County
7225,29287,Wien
7226,49703,Esch-Uelzecht
7227,35008,Alameda County
7231,200232,Utrecht
7236,44024,Municipiu Drobeta-turnu Severin
7244,34547,Karpoš
7245,51430,Sofia City Province
7246,51430,Bülach
7248,198150,Tbilisi
7249,41931,Białystok
7250,51430,Stockholms län
7251,207604,Grad Beograd
7253,1280,Santa Clara County
7256,13781,Christian County
7258,207143,Horgen District
7260,213093,Varna
7261,14907,Haarlem
7262,1221,City of Perth
7267,400245,Cook County
7268,41047,Düsseldorf
7269,45117,Tamil Nadu
7271,142360,Semarang City
7274,43391,Bornova
7275,45725,Kota Jakarta Selatan
7276,139949,Batam City
7277,9829,Lower Assam Division
52129,40980,Graz-Umgebung
1000026,1403,Toronto
1000036,13036,Praha-západ
1000043,47787,Leiria
1000051,47654,Nadymsky District
1000067,25512,Prachatice District
1000071,13036,Kroměříž
1000078,43708,Brno-City District
1000142,58317,Stockholms län
1000167,7506,Tokyo
1000172,24889,Neuchâtel
1000201,24940,Middle Franconia
1006429,12414,Westerwolde
1006447,211588,Amsterdam
1006454,3269,Città metropolitana di Milano
1006462,1221,City of Casey
1006466,1221,Shire of Mornington Peninsula
1006468,8560,Greater London
1006469,15435,Sittard-Geleen
1006480,12880,Shiraz
1006482,31898,City of Melbourne
1006501,205697,Madrid
1006502,2607,Košice I
1006503,8820,Tübingen
1006516,13037,Bristol City
1006527,12322,Haut-Rhin
1006531,57073,Moskva
1006533,18464,New Territories
1006534,18464,Tokyo
1006537,30722,Città metropolitana di Catania
27902,61094,Grad Pag
27908,197965,Darmstadt
27920,203231,Greater London
27925,33819,Vladivostok Urban Okrug
27959,15623,Arlesheim
28008,8881,Hamburg
28028,13030,Uri
28083,30722,Provincia di Treviso
28085,3303,Mendrisio District
28093,3269,Provincia di Pordenone
28108,59128,Kyoto
28118,19901,Albemarle County
28123,12496,Surrey
28126,12716,Sofia Province
28137,39028,Gorod Dimitrovgrad
28154,701,Mercer County
28159,206238,Gouda
28161,48149,Gorod Korolev
28170,41495,Geneva
28195,27699,São José dos Campos
28197,28573,São José dos Campos
28221,14593,La Plata County
28226,23655,Wellington
28255,7922,Rockingham County
28265,8881,Oberbayern
28273,198537,Powiat lubiński
28310,12322,Saône-et-Loire
28320,50304,Oslo kommune
28338,13030,Solothurn
28344,131158,Osaka
28347,3269,Metropolitan City of Milan
52962,15435,Goeree-Overflakkee
28376,2527,Chiba
28386,210218,Provincia di Rovigo
28404,1136,Maastricht
28405,15962,Nitra
28410,48072,Haute-Garonne
28412,53550,Seine-Saint-Denis
28418,5410,Département de Paris
28434,4764,Northern Beaches Council
28447,33915,Purmerend
61641,13030,Bern-Mittelland District
28460,13101,Niedersachsen
28465,15547,Sierre
28475,205112,Düsseldorf
28477,134111,City of South Perth
28478,1759,Lahti
28498,206238,Hilversum
28499,3269,Città Metropolitana di Milano
28503,4764,City of Stirling
28545,9121,Edremit
28566,15435,Laarbeek
28567,12874,Provincia di Modena
28580,2860,Montemor-o-Velho
28594,28685,Lelystad
28614,8447,Bruck-Mürzzuschlag
28637,9145,Bremen
28651,25310,Cheshire East
28652,15600,Wasseramt
28659,7922,Lancaster County
28666,49828,Dolgoprudnyi
28711,17511,Hyogo
28740,206238,Tilburg
28752,6805,Arnsberg
28754,60294,Detmold
28769,8447,Leibnitz
28774,39912,Baden
28778,199610,Darmstadt
28831,5089,Central Bedfordshire
28856,50266,Deventer
28922,44297,Ille-et-Vilaine
28932,60294,Rhineland-Palatinate
28934,8881,Saarland
28944,201080,Yonne
28949,8758,Baden District
28961,8447,Baden District
29006,33083,Middlesex County
29036,2907,Miyagi
29037,45118,City of Perth
29049,7018,East Baton Rouge Parish
29062,7922,Sacramento County
29065,4764,Ku-ring-gai Council
29074,51604,Yekaterinburg
29086,45838,City of Sydney
29146,134090,City of Playford
29203,210793,Upper Bavaria
29213,3320,Saarland
29248,34177,Département de Paris
29321,206236,Niedersachsen
29331,2107,Novo mesto
29339,201072,Alpes-Maritimes
29340,209040,Detmold
29360,1136,Amersfoort
29377,42965,Niedersachsen
29415,42455,Douglas
29418,15435,Ede
29455,29580,Plovdiv
29502,62276,Deutschlandsberg
29505,8447,Steyr-Land
29530,45797,Western Australia
29543,9063,Rhineland-Palatinate
29566,3301,Gotlands län
29568,3303,Dietikon
29606,12322,Territoire de Belfort
29633,3209,Rheinland-Pfalz
29642,1257,Västra Götaland County
29643,12322,Isère
29683,5603,Novo mesto
29741,8351,Mecklenburg-Vorpommern
29746,208329,Hlavní město Praha
29754,16019,Pardubice
29760,8767,Oberbayern
29770,12322,Côte-d'Or
29775,3249,Harju maakond
29790,8881,Saxony
29823,34977,Valencia
29863,201094,Khmel'nyts'ka oblast
29926,201886,Stuttgart
29989,1136,Overbetuwe
30008,269782,Maracaibo
30012,21283,Ljubljana
30045,8053,Sucre
30104,8758,Winterthur District
30110,3303,Seeland District
30259,202094,Città Metropolitana di Torino
30270,20712,East Riding of Yorkshire
30306,2516,Kyoto
30370,8758,Affoltern
30402,5410,Haute-Garonne
30437,46375,Sonoma County
30458,9145,Münster
30485,206557,Troms og Finnmark fylke
30499,13030,Sarganserland
30501,34660,South Yorkshire
30540,31036,Tomsk
30572,1136,Kaag en Braassem
30596,1680,Haifa
30704,29104,Yvelines
50412,207790,Schleswig-Holstein
30748,25424,Zlín
30755,205100,Mittelfranken
30768,12741,Łódź
30774,2027,Ille-et-Vilaine
30787,202898,Deux-Sèvres
30795,43910,Tübingen
30797,701,Baltimore County
30807,12322,Rhône
30810,6805,Berlin
30869,39686,Eindhoven
30910,30741,Haute-Garonne
30923,8447,Mistelbach
30982,43127,Kreuzlingen
30983,8708,Municipiu Cluj-napoca
31112,44974,Unterfranken
31169,53859,Placer County
31206,35271,Ramensky District
31224,209,Weld County
31228,56030,Auckland
31242,134053,Goa
31253,10796,Fairfield County
31288,2686,Government of Amsterdam
31295,56304,Canterbury
31302,852,Capitale-Nationale
31318,30600,Ingham County
31346,41937,Pomoravski okrug
31347,137576,Ryde City Council
31362,577,Montérégie
31416,61506,Valparaíso Province
31424,8437,Mistelbach
31427,41368,Albacete
31453,16629,Iquique Province
31492,30325,Johnson County
31504,199571,Seine-Saint-Denis
31533,3215,Vendée
31549,13030,Baden District
31561,6730,Rheinfelden
31564,20766,Oise
31642,202716,Oberbayern
31692,6730,Meilen
31744,3303,Aarau
31752,20810,Kassel
31787,15663,Provincia di Perugia
31798,50873,Düsseldorf
31800,13097,Provincia di Vicenza
31816,3303,Prättigau/Davos
31820,8881,Mecklenburg-Vorpommern
31850,6730,Hinwil
31863,3215,Côtes-d'Armor
31884,3303,Meilen
31890,42708,Västra Götalands län
31912,8708,Comuna Șelimbăr
31927,202605,Olomouc
31949,16019,Olomouc
32006,12570,Brno-venkov
32028,41955,Niedersachsen
32037,43709,Karviná
32038,2119,Dalarnas län
32053,8758,Sursee
32068,197227,Poznań
32120,12886,Schwaben
32136,8319,Kassel
32172,2514,Aichi
32185,8473,Örebro län
32190,200561,Darmstadt
32201,51519,Skåne County
32232,786,Southampton
32266,13037,Cheshire West and Chester
32271,8708,Municipiul Sibiu
32316,11427,Cook County
32321,47836,Amsterdam
32330,1136,Emmen
32397,23523,De Salaberry
1005285,33915,Rotterdam
32409,29314,Toruń
32421,7018,Shelby County
32496,8468,Greater Manchester
32545,701,Hudson County
32560,201887,West-Vlaanderen
32561,1136,Houten
32614,203817,Kehys-Kainuu
32630,15557,Côte-d'Or
32644,15557,Savoie
32685,206339,Stuttgart
32703,8339,Mattersburg District
32710,7922,Spotsylvania County
32719,35067,Kharkivs'ka oblast
32729,12322,Isere
32749,2514,Hiroshima
32783,17948,Tokyo
32816,50300,Kent
32834,5645,Simcoe County
32849,63298,Gem County
32853,11427,Collin County
32863,50247,Powiat zawierciański
32868,48846,Madrid
32890,2856,Lisburn and Castlereagh
32904,4764,City of Wollongong
32925,36884,Agadir-Ida-Ou Tanane Province
32961,206087,Zug
33183,577,Ottawa
33047,4766,Jeollabuk-do
33053,37640,Ehlanzeni District Municipality
33066,1136,Waddinxveen
33069,207176,Delft
33107,17676,Saitama
33109,7922,Snohomish County
33154,37640,City of Cape Town Metropolitan Municipality
33170,3,Middlesex County
33178,4760,New Territories
33205,31472,Norfolk
33211,62024,Tartu maakond
33226,786,Kent
33229,50266,Alphen aan Den Rijn
33241,3215,Hauts-de-Seine
33248,15614,Nymburk
33287,205535,Příbram District
33302,206238,Arnhem
33334,202870,Provincia di Bergamo
33343,38195,Australian Capital Territory
33388,199095,West-Vlaanderen
33407,13189,Dalarnas län
33415,19504,Pottawatomie County
33422,59397,Helsinki
33435,33363,Pinellas County
33446,50017,Hamburg
33455,29624,Unterfranken
33477,15557,Meurthe-et-Moselle
33495,701,Somerset County
33508,27792,Castellanos
33606,200031,Kielce
33646,701,Virginia
33688,202632,Tuzla Canton
33690,28099,Valparaiso
33699,7922,Worcester County
33705,701,Queens County
33706,4764,Cardinia Shire
33763,203752,Južnobački okrug
33796,21412,Kauno apskritis
33849,6810,Jerusalem District
33868,8758,Kreuzlingen
33871,209400,Karlsruhe
33877,16117,Gavleborg County
33885,198717,Warszawa
33887,9182,Detmold
33907,34958,Meurthe-et-Moselle
33934,38987,Powiat rzeszowski
33936,6805,Tübingen
33950,9031,Namur
33951,206006,Powiat jarosławski
33986,5617,Toruń
34009,8767,Mittelfranken
34020,6535,Maipo
34035,12496,Nottinghamshire
34062,7922,DeKalb County
34084,11427,Travis County
34099,3209,Sachsen
62980,31554,Municipiul București
34181,62373,Klagenfurt am Wörthersee
34261,16591,Fulton County
34302,27928,Panamá
34313,46416,Oklahoma County
34341,2119,Trondheim
34419,31827,Montgomery County
34423,12874,Provincia di Imperia
34429,15704,Málaga
34430,61110,Plzeň-město
34494,57254,Powiat suski
34495,15962,Prievidza District
34509,31604,Rzeszów
34526,205934,Powiat oławski
34535,204126,Powiat kolneński
34561,20766,Gironde
34568,36817,Leduc County
34572,3221,Saare maakond
34574,46044,Kota Bandung
34579,35539,Gorod Korolev
34593,57353,Detmold
34598,39931,Doubs
34604,12312,Brandenburg
34615,786,Greater London
34621,36549,Grand Cayman
34635,2116,Bodø
34657,39648,Västra Götalands län
34658,209,Adams County
34664,200845,Girona
34667,3462,Shilin District
34680,7922,New Haven County
34700,6871,Northamptonshire
34707,8473,Västerbottens län
34715,8953,Municipiu Arad
34785,8468,Cambridgeshire
34801,8632,Esch-sur-Alzette
34804,7922,San Mateo County
34812,202329,Karlsruhe
34813,6568,Murillo
34841,7018,Mecklenburg County
34857,1136,Nijkerk
34916,1942,Isère
34940,12741,Kraków
34972,29140,Darmstadt
34974,33923,Bieruń-Lędziny County
34979,31122,County Laois
34992,64475,Darmstadt
35020,6939,Bernalillo County
35021,50467,Powiat oświęcimski
35027,33915,Almere
35045,35985,Fulton County
35060,42689,Greater London
35064,701,Delaware County
35068,49403,Kotel'niki
35140,20412,Laramie County
35154,1136,Dordrecht
35229,1257,Bauskas pilsēta
35251,4739,Queanbeyan–Palerang Regional Council
35283,7018,Cobb County
35296,54869,Genesee County
35316,8697,Amman Governorate
35346,34606,Città Metropolitana di Torino
35357,9063,Rheinland-Pfalz
35408,28876,Oberfranken
35437,24739,Sankt-Peterburg
35478,29695,Horten
35503,207790,Hamburg
35512,6805,Düsseldorf
35530,9044,Wasseramt
35556,263824,Cayo District
35557,395748,Beaver County
35578,8473,Värmlands län
35581,202870,Provincia di Vercelli
35591,9031,Brabant Wallon
35603,2488,Mödling
35605,12657,Niederbayern
35628,7018,Forsyth County
35658,3215,Alpes-de-Haute-Provence
35683,34820,Vranov nad Topľou
1005704,202870,Città Metropolitana di Torino
35708,52080,Paphos
35709,11097,Campinas
35716,61337,Buckinghamshire
35741,328262,uMgungundlovu District Municipality
35759,701,Alameda County
35768,7029,Cuyahoga County
54176,20115,Dane County
35780,204052,Thüringen
35783,6739,Valencia
35786,8151,Baja California Sur
35789,3215,Canton de Saint-Louis-2
35791,37002,Canton de Saint-Denis-3
50001,12414,Heemstede
1005585,3320,Oberbayern
50017,14593,Clarke County
61630,6830,County Dublin
50029,200801,Karlsruhe
50031,1136,Aalsmeer
50036,6893,Jura-Nord vaudois
50039,8540,Sankt Veit an der Glan
50041,27747,Comuna 1
50043,207995,East Sussex
50074,50226,Hermagor
50114,51561,Cumbria
50126,28979,Karlsruhe
50128,30600,Polk County
50137,2504,Kyoto
50146,7922,Elkhart County
50148,7018,Collin County
50153,39835,Giessen
50158,202329,Stuttgart
50161,2119,Värmlands län
50176,201035,Lower Saxony
50183,6866,Limassol
50189,577,Regional Municipality of Peel
50199,9121,Altındağ
50200,11351,Erie County
50201,3367,Saint John
50203,208189,Surrey
50208,11708,Clay County
50223,40764,Ogle County
50228,29399,Ataşehir
50241,2027,Yvelines
50252,3243,Funchal
50266,8283,Ouder-Amstel
50270,12929,Nittedal
50282,202130,Nilüfer
50284,22773,Okaloosa County
50288,15557,Vosges
50299,12322,Alpes-Maritimes
50313,23655,Canterbury
50324,139049,City of Melbourne
50327,63927,Cebu
50328,33932,Barcelona
50331,12605,Linz
50344,32809,Cass County
50345,7418,Santiago
50348,25374,Haskovo
50350,41153,Delft
50351,55850,Wellington
50363,855,Fredericton
50364,25098,Greater London
50396,328266,City of Cape Town Metropolitan Municipality
50417,9600,Tokyo
50430,30600,Cerro Gordo County
50446,63479,Capital
50461,27901,San Antonio
50473,200635,Prague-East District
50481,46577,Alameda County
50483,3243,Santa Cruz das Flores
50488,209,Hennepin County
50489,197669,Greater London
50493,3215,Canton de Saint-Joseph
50495,20115,Houston County
50514,396515,Alberta
50524,45700,Wonogiri Regency
50531,5410,Hautes-Alpes
50535,2852,Pardubice
50541,8245,Baden District
50544,15557,Finistère
50552,5466,County Meath
50554,50309,Vlaams-Brabant
50557,203937,Powiat biłgorajski
50559,3303,See-Gaster District
50573,200590,Almaty
50583,1136,Zaanstad
50600,1836,See-Gaster District
50604,8612,Libero consorzio comunale di Trapani
50605,208764,Općina Strahoninec
50607,6830,County Cork
50608,197696,Département de Paris
50613,25581,Balzers
50616,16086,Lahti
50622,58291,Zuidplas
50630,8708,Oraş Otopeni
52973,29014,Hamburg
50652,203602,Tampere
50655,1257,Gävleborgs län
50658,44512,Provincia autonoma di Bolzano - Alto Adige
50663,8220,Stuttgart
50669,3243,Carrazeda de Ansiães
50741,6730,See-Gaster District
50701,3243,Covilhã
50703,41652,Gironde
50706,12389,Odintsovskiy rayon
50708,2119,Skåne län
50713,5466,County Cork
50722,12322,Loire
50732,42695,Blekinge län
50736,31543,Imst
50740,8953,Municipiu Timişoara
50758,7545,City of Lake Macquarie
50760,1136,Geldrop-Mierlo
50761,41652,Haute-Garonne
50773,7018,Richmond County
50778,7018,Garland County
50781,50266,Veldhoven
50789,9161,Dorset
50791,23089,Rowan County
50793,29695,Eidsvoll
50797,8542,Bergen
50806,29582,Shumen
50823,31122,County Dublin
50831,8865,Białystok
50840,12923,Niedersachsen
50849,12350,See-Gaster District
50850,210140,Gävleborgs län
50852,3320,Oberfranken
50857,200486,Darmstadt
50862,12231,Faulkner County
50864,41437,Graz-Umgebung
50865,24751,Jakobstadsregionen
50898,203201,Città metropolitana di Palermo
50901,56030,Waikato
50911,15962,Púchov
50912,8487,Nord
50917,35244,Tübingen
50918,3320,Unterfranken
50941,14593,Hunt County
50943,2119,Lillestrøm
50961,8501,Poznań
50972,6128,Hudson County
50983,1136,Pijnacker-Nootdorp
50984,34177,Savoie
50994,395965,Middlesex County
51001,51234,Gorod Kumertau
51008,12271,Orange County
51010,205679,Świnoujście
51012,3303,Obwalden
51023,134090,Brisbane City
61161,3209,Lower Saxony
51034,24837,Chita
51040,12083,Pinellas County
51046,57269,Castelló
51049,197448,Warszawa
51057,203556,Łódź
51071,39305,Vienne
1003105,39835,Kassel
51088,4764,Sutherland Shire Council
51090,39699,Forssa
51094,3209,Tübingen
51130,29018,Düsseldorf
51131,5645,Winnipeg
51133,3243,Entroncamento
51136,14593,England
51140,15038,Providence County
51146,7922,Frederick County
51147,13000,Powiat wodzisławski
51151,57128,Gorod Kazan'
51171,29695,Gjøvik
51188,6661,Mersch
51190,3243,Arruda dos Vinhos
51193,7018,Orange County
51195,199565,Općina Vratišinec
51199,8399,Département de Paris
51209,200761,Provincia di Pordenone
51215,39083,Karlsruhe
51217,49544,Amsterdam
51230,16065,Oslo kommune
51237,3215,Pas-de-Calais
51239,34134,Norfolk
51244,60016,See-Gaster District
51245,34606,Provincia di Imperia
51247,44377,Grad Varaždin
51251,39603,Powiat poznański
51253,15925,Niedersachsen
51256,196714,Thüringen
51257,6871,West Sussex
51266,44600,Kyjevo-Svyatoshyns'kyi district
1004588,33915,Arnhem
51280,15557,Loiret
51295,29447,Provincia di Biella
51301,395662,Washington County
51303,196610,Darmstadt
51310,8047,Anchorage Municipality
51313,12941,Saarland
51331,395257,Fairfax County
51335,35891,Hillsborough County
51343,5650,Cabell County
51354,20115,Spartanburg County
51358,8758,Schwyz
51359,14773,Lancaster County
51398,263775,Capital
51423,9607,Tokyo
51433,7545,City of Sydney
51438,852,Central Okanagan
51440,10279,Greenwood County
51459,7922,Hennepin County
51486,14117,Llanquihue Province
51488,38968,Amman Governorate
51493,44002,Hlavní město Praha
51496,40981,Glavni grad Podgorica
51509,3216,Gorod Alatyr'
51514,44185,Bratislava IV
51524,7545,Bayside Council
51525,3462,Taoyuan District
51527,27651,El Loa
51551,3741,Buffalo City Metropolitan Municipality
51621,47132,Wien
51625,15435,Almelo
51639,27796,Panamá
51671,209,Missoula County
51680,19310,Gratiot County
51681,12941,Darmstadt
51729,43019,Beirut
51739,8151,Yucatán
51745,2856,Hertfordshire
51749,6400,Santo Domingo de Guzman
51755,5378,Peterborough
51756,30938,Dumfries and Galloway
51801,47626,Gorod Rostov-On-Don
51811,206718,Bishkek City
51814,8346,Dakar
51834,42652,Schwaben
51863,47524,Avcılar
51868,701,Philadelphia County
51875,204332,Bruntál
51918,1926,Tampere
51955,40029,Metro Vancouver
51972,25513,Gorod Orekhovo-Zuyevo
51984,34385,Västra Götalands län
51988,34687,Moskva
51991,852,Winnipeg
51992,15962,Bratislava I
51995,6855,Banská Bystrica
52001,209505,West Yorkshire
52005,9031,Limburg
52008,7922,Miami-Dade County
52010,50971,Jindřichův Hradec
52014,5089,Staffordshire
52019,35805,Didi digomi
52028,35617,Province of Chieti
52031,39405,Haute-Garonne
52035,5769,Lanaudière
52040,203512,Moravički okrug
52041,11426,Carteret County
52059,45638,City of Melbourne
52072,207375,Heeze-Leende
52082,61109,Imst District
52154,8339,Eisenstadt
52158,4713,Osaka
52163,19016,Brandon
52177,15165,Rice County
52189,205975,South Yorkshire
52196,209,Cass County
19160,135132,Cebu
19192,137074,Cebu
19206,8764,Vilniaus apskritis
19208,29396,Utrecht
19213,25151,Ouder-Amstel
19252,7922,Macon County
19258,8339,Sankt Pölten-Land
19276,1221,Central Coast Council
19279,9008,Mersch
19287,33837,Stockholms län
19301,204064,Tachov
19303,9026,Metropolitan City of Milan
19304,62225,Halden
19307,199524,Luxembourg
19313,51265,Wien
19324,5769,Capitale-Nationale
19328,6661,Luxembourg
19332,5410,Yvelines
19343,49402,Ljubljana
19354,62275,Provincia di Caserta
19370,39555,Schwaz
19380,43406,County Galway
19384,204467,Chișinău
19414,23889,Plaines Wilhems District
19432,8447,Wiener Neustadt-Land
19434,29081,Zwettl District
19461,29314,Powiat Łódź
19468,20676,Köln
19473,35369,Linz
19474,20686,Mittelfranken
19503,10013,Yamanashi
19507,44567,Metropolitan City of Milan
19511,3303,Lugano
19532,12874,Città Metropolitana di Milano
19551,10352,Wood County
19577,399899,Wheatland County
19597,49788,Oslo kommune
19598,59414,Dielsdorf
19599,7018,San Joaquin County
19624,21221,Government of Amsterdam
19625,31727,West Yorkshire
19627,15557,Seine-Maritime
19632,3209,Schleswig-Holstein
19644,46690,Hartford County
19650,6730,Pfäffikon
19658,15623,Zug
19667,2614,Municipiu Târgu Mureş
19669,51978,Mecklenburg-Vorpommern
19675,48284,Tübingen
19680,33915,Stichtse Vecht
19684,43826,Sergiyevo-Posadsky District
19690,1109,Salzburg
19700,1136,Zandvoort
19717,855,Riverview
19723,33915,Enkhuizen
19777,44124,Rybnik
19789,21211,Vilnius City Municipality
19793,5617,Powiat goleniowski
19798,8708,Comuna Gura Vitioarei
19815,12835,Provincia autonoma di Trento
19840,41828,Ljubljana
19847,3269,Città Metropolitana di Firenze
19856,3215,Cher
19858,49037,Gorod Rostov-On-Don
19884,553,Tübingen
19887,224,Tromsø
19908,40497,Ramsey County
19912,209,Ramsey County
19921,41668,Gorod Kazan'
19925,37126,Kinondoni
19946,46375,Santa Clara County
19963,16591,Bexar County
19964,8395,Mytishchinsky District
19977,6697,Minski rajon
19997,49711,Minski rajon
20001,48481,Kingiseppsky District
20004,20561,Middle Franconia
20008,208974,Karlsruhe
20013,8362,Seine-et-Marne
20015,49808,Linz
20019,9121,Şişli
20028,5466,County Kildare
20057,5786,Pueblo
20060,197637,Niedersachsen
20072,3269,Provincia di Varese
20073,31042,Podgorica Municipality
20121,50324,Berlin
20128,13036,Karviná
20129,59702,Jönköpings län
20130,20849,Karlsruhe
20174,201644,'s-Hertogenbosch
20175,3215,Maine-et-Loire
20180,206238,Venlo
20186,5645,Outaouais
20206,12350,Genève
20233,3215,Seine-Saint-Denis
20257,203228,Kassel
20264,198290,Esch-Uelzecht
20277,57407,Darmstadt
20279,17819,City of Sydney
20287,41489,Berkshire
20299,29695,Skien
20324,206238,IJsselstein
20354,3209,Upper Bavaria
54316,2516,Tokyo
20423,52458,Ibarra
20430,59789,Wien
20451,855,Prince Edward Island
20466,5607,Ciudad de México
